name,weight_class,height_in,reach_in,stance,wins,losses,ko_wins,sub_wins,dec_wins,ko_losses,sub_losses,dec_losses,strike_accuracy_pct,td_accuracy_pct,td_defense_pct,last_fight_date,first_round_finish_pct,age,last_fight_result,last_fight_method,missed_weight_count,slpm,sapm,control_time_pct,last_fight_opponent,country,short_notice,combat_edge_checked,wikipedia_checked,td_per_15,slpm_r,sapm_r,td_per_15_r,draws,knockdowns_per_fight,td_accuracy_pct_r,espn_fights,sig_strikes_att_per_fight,td_att_per_fight,strike_accuracy_pct_r,knockdowns_absorbed_per_fight,sig_strikes_absorbed_per_fight,td_att_faced_per_fight,sig_strikes_landed_per_min,td_landed_per_15,sig_strikes_absorbed_per_min,fight_minutes_total,absorbed_leg_share,absorbed_body_share,strikes_ground_share,absorbed_head_share,strikes_head_share,strikes_body_share,strikes_distance_share,absorbed_ground_share,strikes_clinch_share,strikes_leg_share,absorbed_distance_share,absorbed_clinch_share
Eric McConico,Middleweight,72.0,77.0,Southpaw,11,5,4.0,3.0,4.0,5.0,0.0,0.0,46.9,,69.0,2026-08-15,,36.0,L,KO/TKO,,,,,Donte Johnson,USA,0.0,False,True,,,,,,0.0,,4.0,73.5,0.5,47.8,1.0,36.0,7.25,2.925,0.636,3.052,47.2,17.4,29.9,0.0,52.8,64.5,18.8,76.8,0.7,23.2,16.7,75.7,23.6
Donte Johnson,Middleweight,68.0,74.0,Southpaw,9,0,7.0,1.0,1.0,0.0,0.0,0.0,48.3,,75.0,2026-08-15,,27.0,W,KO/TKO,,,,,Eric McConico,USA,0.0,False,True,,,,,,0.333,,3.0,48.33,1.0,47.4,0.0,15.0,4.0,,,,22.5,,,20.0,,80.0,5.7,71.4,,8.6,14.3,,
Sean Woodson,Featherweight,74.0,78.0,Orthodox,13,2,4.0,1.0,8.0,1.0,1.0,0.0,46.5,55.6,84.7,2025-04-12,,34.0,L,KO/TKO,,,,,Dan Ige,USA,,False,True,,,,,,0.364,48.1,11.0,141.73,0.82,47.2,0.182,49.45,5.36,5.568,0.576,4.178,130.2,23.2,25.7,1.0,51.1,71.2,15.0,93.4,1.8,5.7,13.8,87.3,10.8
Jack Jenkins,Featherweight,67.0,68.0,Switch,14,4,6.0,3.0,5.0,1.0,3.0,0.0,61.1,60.0,71.9,2025-09-27,,32.0,W,DEC,,,,,Ramon Taveras,Australia,,False,True,,,,,,0.429,52.9,7.0,94.86,2.86,60.7,0.0,38.29,4.57,4.475,1.984,2.954,90.7,18.3,26.5,20.7,55.2,54.7,23.6,68.2,11.9,11.1,21.7,72.4,15.7
Luis Felipe Dias,Middleweight,71.0,74.0,Orthodox,18,5,9.0,8.0,1.0,2.0,1.0,2.0,,57.1,66.7,2026-05-30,,31.0,W,,,,,,Yi Sak Lee,Brazil,,False,True,,,,,,0.5,57.1,2.0,42.0,3.5,,0.0,18.0,3.0,,,,13.3,,,,,,,,,,,,
Matthieu Letho Duclos,Middleweight,75.0,77.0,Orthodox,10,3,8.0,0.0,2.0,2.0,1.0,0.0,,,,2024-08-28,,31.0,L,,,,,,Marco Tulio,France,,False,True,,,,,,0.0,,1.0,81.0,0.0,,2.0,52.0,2.0,,,,7.6,,,,,,,,,,,,
Morgan Charrière,Featherweight,68.0,69.0,Orthodox,21,12,13.0,3.0,5.0,1.0,1.0,10.0,50.0,46.7,83.3,2025-12-14,,30.0,L,,,,,,Melquizael Costa,France,,False,True,,,,,,0.5,45.6,6.0,68.33,2.5,49.9,0.333,38.33,2.0,4.021,2.059,4.511,51.0,22.6,11.7,4.9,65.7,60.0,23.9,89.3,7.0,5.9,16.1,85.7,7.4
Felipe Lima,Featherweight,66.0,68.0,Orthodox,14,2,4.0,3.0,7.0,0.0,1.0,1.0,45.0,27.3,85.7,2025-06-28,,28.0,L,DEC,,,,,Payton Talbott,Brazil,,False,True,,,,,,0.0,25.7,3.0,87.33,7.33,44.6,0.0,40.0,2.33,2.861,2.182,2.909,41.2,17.5,13.3,1.7,69.2,59.3,22.9,88.1,18.3,10.2,17.8,78.3,3.3
Nathaniel Wood,Featherweight,66.0,69.0,Orthodox,23,6,8.0,5.0,10.0,2.0,2.0,2.0,51.1,48.6,73.3,2026-03-21,,33.0,W,,,,,,Losene Keita,England,,False,True,,,,,,0.333,45.7,15.0,139.4,2.33,51.9,0.2,53.73,3.0,5.227,1.247,3.941,204.5,15.1,22.0,7.7,62.9,55.1,10.5,86.9,6.9,5.4,34.4,82.6,10.4
Mairon Santos,Featherweight,67.0,72.0,Orthodox,18,1,9.0,0.0,9.0,1.0,0.0,0.0,48.1,,69.2,2025-12-06,,26.0,W,KO/TKO,,,,,Muhammad Naimov,Brazil,,False,True,,,,,,0.5,,4.0,81.0,0.5,48.9,0.0,26.25,3.25,3.33,0.0,2.241,46.9,28.6,16.2,2.6,55.2,49.4,26.3,88.5,0.0,9.0,24.4,93.3,6.7
Miles Johns,,67.0,68.0,Orthodox,16,5,5.0,2.0,9.0,1.0,2.0,2.0,44.7,26.4,77.5,2025-11-08,,32.0,L,SUB,,,,,Daniel Marcos,,,False,False,,,,,,0.235,32.1,17.0,77.53,3.12,42.0,0.118,30.59,2.35,2.874,1.025,2.537,204.9,14.0,20.0,5.3,66.0,78.8,11.7,89.3,5.2,5.4,9.5,82.9,11.9
Manoel Sousa,,69.0,70.0,Orthodox,15,1,9.0,3.0,3.0,0.0,0.0,1.0,48.6,20.0,73.7,2026-03-14,,29.0,W,,,,,,Bolaji Oki,,,False,False,,,,,,1.0,24.2,3.0,123.33,1.67,48.7,0.0,49.0,6.33,4.265,0.355,3.483,42.2,10.9,26.5,10.6,62.6,66.7,17.2,75.6,11.6,13.9,16.1,68.7,19.7
Jessie Rosas,,69.0,,,8,1,2.0,4.0,1.0,0.0,1.0,0.0,,,,2026-06-07,,23.0,W,,,,,,Erick Ruano,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Richie Miranda,,69.0,74.0,,13,2,5.0,3.0,5.0,0.0,0.0,2.0,38.7,11.1,,2026-05-22,,,W,,,,,,Robert Varricchio,,,False,False,,,,,,0.0,11.1,1.0,119.0,9.0,38.7,1.0,67.0,1.0,,,,15.0,28.4,7.5,,64.2,,,,7.5,,,73.1,19.4
Brandon Moreno,,67.0,70.0,Orthodox,23,10,5.0,11.0,7.0,1.0,0.0,9.0,44.4,39.7,65.3,2026-02-28,,32.0,L,DEC,,,,,Lone'er Kavanagh,Mexico,,False,False,,,,,,0.2,22.6,20.0,147.3,3.9,47.8,0.25,62.1,3.75,3.837,1.364,3.644,340.9,14.9,17.5,6.8,67.6,74.1,15.8,87.7,7.8,5.5,10.1,88.3,3.9
Tim Elliott,,67.0,66.0,Southpaw,22,14,3.0,8.0,11.0,1.0,6.0,7.0,44.0,46.3,59.3,2026-05-02,,39.0,L,,,,,,Steve Erceg,USA,,False,False,,,,,,0.048,33.4,21.0,88.76,5.86,38.0,0.0,32.95,2.81,3.1,3.229,2.613,264.8,9.4,18.5,18.3,72.1,54.6,20.2,64.8,7.2,16.9,25.2,81.5,11.3
Curtis Blaydes,,76.0,80.0,Orthodox,19,6,13.0,0.0,6.0,5.0,0.0,1.0,52.1,47.8,35.0,2026-04-11,,35.0,L,,,,,,Josh Hokit,USA,,False,False,,,,,,0.091,26.0,22.0,70.55,6.27,55.8,0.227,24.27,0.91,4.06,4.968,2.68,199.3,5.6,12.0,30.0,82.4,72.3,11.0,52.0,4.7,17.9,16.7,80.0,15.4
Manon Fiorot,,67.0,65.0,Orthodox,13,2,7.0,0.0,6.0,0.0,0.0,2.0,42.0,29.0,87.5,2025-10-18,,36.0,W,KO/TKO,,,,,Jasmine Jasudavicius,France,,False,False,,,,,,0.111,17.1,9.0,191.89,3.44,42.7,0.111,51.0,2.67,5.656,1.052,3.576,128.4,23.3,23.1,4.3,53.6,64.9,23.0,85.7,1.3,10.1,12.1,91.3,7.4
Kelvin Gastelum,,69.0,71.5,Southpaw,21,11,6.0,6.0,9.0,0.0,4.0,7.0,42.2,33.3,61.4,2026-04-11,,34.0,L,,,,,,Vicente Luque,USA,,False,False,,,,,,0.375,47.2,24.0,120.75,2.5,43.2,0.375,48.79,3.67,3.712,0.91,3.551,329.8,14.7,22.1,6.0,63.2,65.9,17.6,86.1,5.1,7.8,16.4,86.9,7.9
JJ Aldrich,,65.0,67.5,Southpaw,15,7,3.0,0.0,12.0,1.0,2.0,4.0,46.1,25.6,67.5,2026-04-18,,33.0,W,,,,,,Jamey-Lyn Horth,USA,,False,False,,,,,,0.0,21.4,19.0,105.21,2.26,45.4,0.0,53.79,2.11,3.473,0.622,3.85,265.5,21.5,26.8,8.6,51.7,80.9,12.8,80.4,1.6,11.1,6.3,83.5,15.0
Joseph Morales,,66.0,68.0,Switch,15,2,2.0,8.0,5.0,1.0,0.0,1.0,40.5,42.9,26.7,2025-11-08,,31.0,W,SUB,,,,,Matt Schnell,USA,,False,False,,,,,,0.2,40.3,5.0,39.0,1.4,45.4,0.2,16.2,3.0,2.002,1.14,2.052,39.5,9.9,35.8,30.4,54.3,63.3,29.1,55.7,28.4,13.9,7.6,63.0,8.6
Édgar Cháirez,,67.0,71.0,Orthodox,14,6,4.0,9.0,1.0,0.0,2.0,4.0,46.1,,47.6,2026-06-06,,30.0,W,,,,,,Bruno Silva,Mexico,,False,False,,,,,,0.375,,8.0,74.25,0.25,47.0,0.0,42.88,2.62,3.765,0.0,4.713,72.8,21.0,11.7,2.9,67.3,59.5,17.5,95.6,18.1,1.5,23.0,79.0,2.9
Waldo Cortes Acosta,,76.0,78.0,Orthodox,17,3,9.0,1.0,7.0,0.0,0.0,3.0,48.6,50.0,73.9,2026-05-09,,34.0,L,,,,,,Alexander Volkov,Dominican Republic,,False,False,,,,,,0.5,48.1,14.0,117.86,0.57,48.4,0.0,38.86,1.64,5.344,0.4,3.625,150.1,38.4,21.1,9.5,40.4,72.2,14.2,86.3,0.2,4.2,13.6,97.1,2.8
Alexa Grasso,,65.0,66.0,Orthodox,17,5,5.0,2.0,10.0,0.0,1.0,4.0,41.3,35.3,55.1,2026-03-28,,32.0,W,,,,,,Maycee Barber,Mexico,,False,False,,,,,,0.1,24.4,20.0,101.7,0.85,36.3,0.0,38.55,3.45,3.123,0.334,2.863,269.3,11.0,16.1,3.4,72.9,62.7,19.1,79.9,5.6,16.6,18.2,85.2,9.2
Yousri Belgaroui,,78.0,79.0,Orthodox,10,3,8.0,0.0,2.0,0.0,0.0,3.0,64.2,,66.7,2026-03-28,,34.0,W,,,,,,Mansur Abdul-Malik,Netherlands,,False,False,,,,,,0.75,,4.0,123.75,0.25,65.2,0.0,28.25,6.75,6.1,0.288,2.168,52.1,15.9,22.1,1.9,61.9,61.0,23.6,84.3,8.8,13.8,15.4,81.4,9.7
Regina Tarin,,67.0,66.0,Southpaw,8,0,4.0,2.0,2.0,0.0,0.0,0.0,47.7,,,2026-02-28,,21.0,W,DEC,,,,,Ernesta Kareckaite,Mexico,,False,False,,,,,,0.0,,1.0,239.0,3.0,47.7,0.0,105.0,2.0,,,,15.0,5.7,19.0,0.0,75.2,66.7,29.8,79.8,0.0,20.2,3.5,83.8,16.2
Gianni Vazquez,Featherweight,67.0,71.0,Orthodox,14,6,5.0,3.0,6.0,1.0,2.0,3.0,23.3,,62.5,2026-05-09,,32.0,W,,,,,,Kamron Ortikov,Mexico,1.0,False,False,,,,,1.0,0.0,,2.0,66.5,0.0,23.5,1.0,35.5,4.0,,,,18.1,19.7,18.3,,62.0,,,,25.4,,,73.2,1.4
Gigi Canuto,Strawweight,62.0,64.0,Orthodox,7,2,1.0,5.0,1.0,0.0,0.0,2.0,52.3,57.1,,2026-01-16,,23.0,W,,,,,,Janaina Silva,Brazil,,False,False,,,,,,0.0,57.1,1.0,107.0,7.0,52.3,0.0,106.0,0.0,,,,15.0,11.3,28.3,,60.4,,,,6.6,,,85.8,7.5
Carol Foro,Strawweight,62.0,61.5,Orthodox,10,1,6.0,1.0,3.0,0.0,0.0,1.0,57.9,,77.8,2025-09-10,,29.0,W,,,,,,Shanelle Dyer,Brazil,,False,False,,,,,,1.5,,2.0,192.5,0.0,58.6,0.0,85.5,9.0,7.433,0.0,5.7,30.0,15.2,24.6,3.1,60.2,51.6,39.0,89.2,1.2,7.6,9.4,93.6,5.3
Charles Johnson,Catchweight,69.0,70.0,Switch,20,9,8.0,4.0,8.0,1.0,1.0,7.0,49.8,16.7,66.7,2026-08-15,,35.0,W,SUB,,,,,Eduardo Chapolin,USA,0.0,False,False,,,,,,0.25,13.7,16.0,108.94,2.25,48.8,0.188,46.38,7.88,4.46,0.462,3.813,194.6,22.2,23.5,4.5,54.3,49.8,29.4,81.3,3.2,14.2,20.9,89.2,7.5
Rafael Tobias,Light Heavyweight,74.0,74.5,Orthodox,14,3,5.0,6.0,3.0,2.0,0.0,1.0,36.4,33.3,,2026-08-15,,23.0,L,KO/TKO,,,,,Lucas Fernando,Brazil,0.0,False,False,,,,,,0.0,31.9,2.0,71.5,4.5,36.7,0.0,54.5,0.5,,,,18.8,28.4,36.7,,34.9,,,,7.3,,,87.2,5.5
Namsrai Batbayar,,64.0,68.0,Orthodox,9,1,4.0,5.0,0.0,0.0,1.0,0.0,,,,2025-08-22,,25.0,W,,,,,,Agulali,Mongolia,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jingnan Xiong,,65.0,64.0,Switch,19,3,10.0,1.0,8.0,0.0,1.0,2.0,34.3,,,2026-05-30,,38.0,L,,,,,,Angela Hill,China,,False,False,,,,,,0.0,,7.0,28.29,0.0,34.3,0.0,17.43,0.57,1.314,0.0,2.358,51.7,1.6,35.2,0.0,63.1,48.5,30.9,85.3,0.0,14.7,20.6,77.0,23.0
Yair Rodriguez,,71.0,71.0,Orthodox,21,5,9.0,5.0,7.0,3.0,1.0,1.0,46.9,29.4,59.4,2025-04-12,,33.0,W,DEC,,,,,Patricio Pitbull,Mexico,,False,False,,,,,,0.263,39.5,19.0,110.32,1.79,51.6,0.0,42.16,3.63,4.555,0.694,3.707,216.0,11.6,17.0,15.3,71.4,55.3,19.6,78.2,25.0,6.5,25.1,66.4,8.6
Ignacio Bahamondes,,75.0,75.0,Orthodox,17,7,11.0,2.0,4.0,0.0,2.0,5.0,46.2,0.0,70.3,2026-03-28,,28.0,L,,,,,,Tofiq Musayev,Chile,,False,False,,,,,,0.545,0.0,11.0,140.55,0.82,45.3,0.0,44.09,3.36,5.991,0.0,4.069,119.2,13.4,23.7,4.8,62.9,55.9,22.3,89.1,8.2,6.2,21.8,84.7,7.0
Jose Ochoa,,67.0,67.0,Southpaw,9,2,7.0,1.0,1.0,0.0,0.0,2.0,47.0,,65.5,2026-05-09,,25.0,W,,,,,,Clayton Carpenter,,,False,False,,,,,,0.5,,4.0,137.75,1.0,50.0,0.0,37.5,7.25,5.161,0.299,2.989,50.2,27.3,28.7,3.1,44.0,45.6,30.1,88.8,5.3,8.1,24.3,88.0,6.7
Joel Álvarez,Welterweight,75.0,77.0,Orthodox,23,5,5.0,17.0,1.0,2.0,1.0,2.0,54.5,,46.4,2026-08-15,,33.0,L,DEC,,,,,Chidi Njokuani,Spain,0.0,False,False,,,,,,0.091,,11.0,64.0,0.27,60.0,0.0,23.36,2.55,4.528,0.177,3.031,84.8,25.7,24.1,14.1,50.2,69.0,19.8,74.5,15.2,11.5,11.2,82.9,1.9
Lucas Fernando,Light Heavyweight,75.0,81.5,Orthodox,14,3,8.0,2.0,4.0,0.0,0.0,3.0,,30.0,,2026-08-15,,29.0,W,KO/TKO,,,,,Rafael Tobias,Brazil,0.0,False,False,,,,,,0.0,30.0,1.0,54.0,10.0,,0.0,71.0,0.0,,,,15.0,15.5,25.4,,59.2,,,,62.0,,,25.4,12.7
Andre Lima,,67.0,67.5,Orthodox,11,1,5.0,1.0,4.0,0.0,0.0,1.0,57.0,60.0,75.9,2026-06-20,,27.0,L,,,,,,Kevin Borjas,Brazil,,False,False,,,,,,0.0,49.0,6.0,93.33,1.67,54.8,0.0,35.83,4.83,3.941,1.112,2.656,81.0,15.3,32.6,4.4,52.1,45.1,21.3,86.5,0.5,9.1,33.5,93.5,6.0
Julia Polastri,,62.0,64.0,Orthodox,14,6,5.0,3.0,6.0,0.0,0.0,6.0,56.6,80.0,57.6,2026-04-25,,28.0,L,,,,,,Talita Alencar,Brazil,,False,False,,,,,,0.0,76.1,7.0,152.29,0.71,58.4,0.0,71.86,4.71,6.215,0.618,5.185,97.0,12.3,23.1,7.1,64.6,61.7,25.4,81.9,7.8,10.9,12.9,86.3,6.0
Jean Silva,,67.0,69.0,Orthodox,17,3,12.0,3.0,2.0,1.0,0.0,2.0,51.9,60.0,78.8,2026-01-24,,29.0,W,DEC,,,,,Arnold Allen,Brazil,,False,False,,,,,,0.625,63.9,8.0,86.88,1.25,51.9,0.125,42.12,4.12,4.817,1.201,4.496,75.0,20.2,24.0,3.3,55.8,67.0,26.9,85.6,12.8,11.1,6.1,82.5,4.7
Dan Ige,,67.0,71.0,Orthodox,19,11,7.0,5.0,7.0,1.0,0.0,10.0,45.2,26.2,56.1,2026-02-21,,35.0,L,KO/TKO,,,,,Melquizael Costa,USA,,False,False,,,,,,0.364,24.5,22.0,99.23,2.95,43.9,0.136,44.36,3.73,3.603,0.931,3.563,273.9,9.9,18.1,14.4,71.9,66.1,21.6,78.0,10.8,7.6,12.4,79.1,10.1
Muslim Salikhov,,71.0,70.0,Orthodox,22,6,15.0,2.0,5.0,3.0,2.0,1.0,49.7,32.1,72.4,2025-11-08,,42.0,L,KO/TKO,,,,,Uroš Medić,Russia,,False,False,,,,,,0.312,23.7,16.0,53.75,1.75,49.4,0.188,23.44,1.81,3.275,1.036,2.877,130.4,17.6,28.8,9.6,53.6,52.9,29.3,83.8,6.1,6.6,17.8,77.6,16.3
Marwan Rahiki,Featherweight,70.0,72.0,Orthodox,9,0,8.0,1.0,0.0,0.0,0.0,0.0,52.5,,,2026-05-02,,24.0,W,,,,,,Ollie Schmid,Morocco,,False,False,,,,,,1.0,,3.0,98.33,0.33,52.9,0.667,39.33,1.0,,,,20.0,26.3,16.1,3.2,57.6,65.2,20.6,94.8,10.2,1.9,14.2,85.6,4.2
Anthony Hernandez,,72.0,75.0,Orthodox,15,3,3.0,9.0,3.0,2.0,1.0,0.0,60.8,48.2,68.2,2026-02-21,,32.0,L,KO/TKO,,,,,Sean Strickland,USA,,False,False,,,,,,0.067,46.7,15.0,69.07,7.47,59.4,0.133,28.47,1.47,4.484,5.765,3.039,140.5,7.3,19.9,38.7,72.8,80.6,12.1,48.9,4.7,12.4,7.3,80.6,14.8
Serghei Spivac,,75.0,78.0,Orthodox,18,6,7.0,8.0,3.0,4.0,0.0,2.0,47.8,59.3,63.6,2026-02-21,,31.0,W,DEC,,,,,Ante Delija,Moldova,,False,False,,,,,,0.0,48.5,15.0,62.53,3.6,45.1,0.133,35.4,0.73,3.57,3.825,4.231,125.5,13.2,21.3,34.8,65.5,94.0,3.6,61.4,9.2,3.8,2.5,82.7,8.1
Roman Dolidze,,74.0,76.0,Orthodox,15,5,8.0,3.0,4.0,0.0,1.0,4.0,41.6,43.8,32.0,2026-03-21,,38.0,L,,,,,,Christian Leroy Duncan,Georgia,,False,False,,,,,,0.286,45.5,14.0,99.21,2.29,40.2,0.071,48.14,1.79,3.185,1.157,3.714,181.5,30.3,13.1,13.0,56.7,63.3,14.5,81.0,11.1,6.1,22.1,82.5,6.4
Carli Judice,,67.0,68.0,Southpaw,6,2,5.0,0.0,1.0,0.0,0.0,2.0,50.7,25.0,80.6,2026-02-21,,27.0,W,DEC,,,,,Juliana Miller,USA,,False,False,,,,,,0.4,29.1,5.0,214.0,1.6,48.6,0.0,77.0,6.2,9.318,0.516,6.619,58.2,7.3,19.2,1.1,73.5,63.8,29.7,86.2,0.0,12.7,6.5,82.1,17.9
Kennedy Nzechukwu,,77.0,83.0,Southpaw,14,6,10.0,1.0,3.0,2.0,2.0,2.0,46.9,45.5,80.0,2025-12-14,,34.0,D,,,,,,Marcus Buchecha,Nigeria,,False,False,,,,,,0.235,40.4,17.0,93.53,0.65,49.8,0.176,40.47,5.0,4.959,0.499,4.58,150.2,20.1,21.8,10.1,58.1,83.6,15.4,79.1,4.4,10.9,0.9,84.0,11.6
Wes Schultz,,74.0,77.0,Orthodox,9,3,2.0,6.0,1.0,2.0,0.0,1.0,46.8,21.1,,2026-05-02,,30.0,W,,,,,,Ben Johnston,USA,,False,False,,,,,,0.5,17.9,4.0,39.0,4.75,47.7,0.5,19.5,0.5,2.908,2.39,3.108,25.1,7.7,5.1,5.5,87.2,46.6,37.0,71.2,52.6,23.3,16.4,43.6,3.8
Kody Steele,,69.0,71.0,Orthodox,8,1,4.0,2.0,2.0,0.0,0.0,1.0,32.9,25.0,,2026-05-02,,31.0,W,,,,,,Dom Mar Fan,,,False,False,,,,,,0.333,33.1,3.0,109.33,2.67,32.7,0.333,58.0,0.33,3.85,1.07,6.203,28.1,10.9,4.6,0.9,84.5,74.1,22.2,97.2,0.0,1.9,3.7,100.0,0.0
Shanelle Dyer,,66.0,65.0,Orthodox,7,1,5.0,0.0,2.0,0.0,0.0,1.0,46.6,8.3,,2026-03-21,,25.0,W,,,,,,Ravena Oliveira,England,,False,False,,,,,,0.0,10.4,2.0,176.0,6.0,47.5,1.5,71.5,0.5,,,,21.3,7.0,46.2,3.7,46.9,51.2,29.9,87.2,0.0,9.1,18.9,92.3,7.7
Joshua Van,,65.0,65.0,Orthodox,17,2,9.0,2.0,6.0,1.0,1.0,0.0,57.4,61.5,75.7,2026-05-09,,24.0,W,,,,,,Tatsuro Taira,Myanmar,,False,False,,,,,,0.636,63.8,11.0,194.91,1.18,58.9,0.091,77.18,6.73,8.434,0.823,5.822,145.8,17.2,15.5,5.4,67.3,72.5,19.1,87.0,1.2,7.6,8.4,95.6,3.2
Arman Tsarukyan,,67.0,72.5,Orthodox,23,3,9.0,6.0,8.0,1.0,0.0,2.0,50.0,37.6,75.0,2025-11-22,,29.0,W,SUB,,,,,Dan Hooker,Armenia,,False,False,,,,,,0.25,44.1,12.0,94.42,7.08,56.3,0.0,22.08,3.33,3.853,3.262,1.801,147.2,8.7,29.1,31.0,62.3,66.3,21.9,61.6,8.3,7.4,11.8,72.5,19.2
Patricio Pitbull,,66.0,67.0,Orthodox,37,9,13.0,11.0,13.0,2.0,1.0,6.0,51.5,46.2,50.0,2026-04-11,,39.0,L,,,,,,Aaron Pico,Brazil,,False,False,,,,,,0.0,46.9,16.0,14.69,0.81,52.4,0.062,13.56,0.88,0.838,0.623,1.502,144.4,14.7,20.3,3.3,65.0,64.5,20.7,79.3,16.1,17.4,14.9,78.8,5.1
Renato Moicano,,71.0,72.0,Orthodox,21,7,2.0,11.0,8.0,3.0,2.0,2.0,49.2,40.4,64.3,2026-04-04,,37.0,W,,,,,,Chris Duncan,Brazil,,False,False,,,,,,0.095,29.7,21.0,74.62,2.48,53.7,0.19,31.81,2.0,3.856,1.575,3.341,200.0,18.9,18.4,14.3,62.7,73.0,9.7,82.5,12.7,3.2,17.3,83.2,4.0
Alonzo Menifield,,72.0,76.0,Orthodox,18,6,11.0,3.0,4.0,4.0,0.0,2.0,52.9,31.2,78.0,2026-05-30,,38.0,W,,,,,,Zhang Mingyang,USA,,False,False,,,,,,0.333,34.5,21.0,53.0,0.76,50.2,0.238,28.19,2.81,3.674,0.468,3.693,160.3,10.8,36.0,10.9,53.2,81.8,9.8,76.1,2.5,13.1,8.3,69.9,27.5
Marlon Vera,,68.0,70.5,Switch,23,12,8.0,10.0,5.0,0.0,0.0,12.0,47.6,39.3,71.7,2026-02-28,,33.0,L,DEC,,,,,David Martinez,Ecuador,,False,False,,,,,,0.406,32.4,32.0,97.19,0.88,41.7,0.031,59.06,2.88,3.727,0.415,4.759,397.1,15.9,22.5,10.2,61.5,54.1,21.6,79.9,8.9,9.9,24.3,84.9,6.1
Tai Tuivasa,,74.0,75.0,Southpaw,15,10,14.0,0.0,1.0,3.0,3.0,4.0,48.6,,58.7,2026-05-02,,33.0,L,,,,,,Louie Sutherland,Australia,,False,False,,,,,,0.421,,19.0,53.16,0.16,50.0,0.316,35.32,2.42,3.354,0.0,4.583,146.4,12.1,17.9,4.9,70.0,59.1,17.5,70.7,17.1,24.4,23.4,73.8,9.1
Edmen Shahbazyan,,74.0,75.0,Orthodox,16,6,13.0,1.0,2.0,3.0,1.0,2.0,48.9,36.4,66.7,2026-06-06,,28.0,L,,,,,,Brendan Allen,USA,,False,False,,,,,,0.5,23.8,16.0,65.56,2.06,47.6,0.0,30.56,3.56,4.063,1.426,3.873,126.3,16.6,15.7,16.8,67.7,72.5,20.9,69.2,27.2,14.0,6.6,62.4,10.4
Giga Chikadze,,72.0,74.0,Orthodox,15,6,9.0,1.0,5.0,1.0,1.0,4.0,42.9,33.3,65.9,2025-12-14,,37.0,L,,,,,,Kevin Vallejos,Georgia,,False,False,,,,,,0.429,32.6,14.0,104.36,0.43,43.0,0.143,41.43,2.93,3.44,0.165,3.182,182.3,13.6,19.7,7.8,66.7,58.5,25.8,90.1,9.3,2.1,15.6,87.8,2.9
Casey O'Neill,,66.0,69.0,Orthodox,11,2,4.0,2.0,5.0,0.0,1.0,1.0,52.2,34.8,70.0,2026-03-28,,28.0,W,,,,,,Gabriella Fernandes,Australia,,False,False,,,,,,0.125,21.7,8.0,162.12,2.88,47.5,0.0,59.38,2.5,7.886,1.398,5.533,85.9,7.2,18.5,14.2,74.3,76.7,13.9,81.2,6.1,4.6,9.5,80.6,13.3
Michael Aswell,,68.0,69.0,Orthodox,11,5,6.0,0.0,5.0,0.0,0.0,5.0,42.6,,55.6,2026-06-20,,25.0,L,,,,,,Gaston Bolaños,USA,,False,False,,,,,,0.4,,5.0,220.4,0.8,41.4,0.0,86.8,1.8,7.601,0.243,7.034,61.7,11.3,30.0,2.8,58.8,81.9,15.6,92.5,0.0,4.7,2.6,96.3,3.7
Joaquin Buckley,,70.0,76.0,Southpaw,21,8,15.0,0.0,6.0,4.0,0.0,4.0,36.4,45.2,70.2,2026-05-09,,32.0,L,,,,,,Sean Brady,USA,,False,False,,,,,,0.409,53.7,22.0,90.36,1.91,37.2,0.182,28.14,2.59,3.017,1.189,2.583,239.7,11.3,20.0,18.9,68.7,62.1,27.9,75.2,22.1,5.8,10.0,71.1,6.8
Tanner Boser,,74.0,75.5,Orthodox,23,11,13.0,2.0,8.0,3.0,0.0,8.0,53.5,,69.6,2026-04-18,,35.0,L,,,,,,Gokhan Saricam,Canada,,False,False,,,,,,0.167,,12.0,89.67,0.08,56.8,0.083,29.92,1.92,4.812,0.0,2.999,119.7,13.6,24.0,4.5,62.4,48.3,19.4,86.5,7.2,9.0,32.3,80.2,12.5
Marc-Andre Barriault,,73.0,74.0,Orthodox,18,11,12.0,1.0,5.0,3.0,1.0,7.0,47.0,28.6,68.1,2026-02-07,,36.0,L,DEC,,,,,Michal Oleksiejczuk,Canada,,False,False,,,,,,0.235,32.6,17.0,124.41,0.82,45.7,0.176,61.53,4.06,5.652,0.341,5.941,176.0,9.4,28.0,6.9,62.6,72.2,19.7,65.3,3.7,27.7,8.1,74.1,22.2
Mandel Nallo,,72.0,75.0,Orthodox,14,4,8.0,6.0,0.0,3.0,1.0,0.0,,,,2026-04-18,,37.0,L,,,,,,Jai Herbert,Canada,,False,False,,,,,,0.667,,3.0,26.33,0.0,,0.667,9.33,0.33,,,,12.4,,,,,,,,,,,,
